id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,individualCount,sex,lifeStage,occurrenceStatus,eventID,eventDate,eventTime,habitat,samplingProtocol,waterBody,country,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,scientificNameID,ScientificName
IO/SS/ANO/00021,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00021,IO/SS/ANO/00021,1,Male,Adult,present,37410,09-04-2018,10:43:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Honnavar, Karnataka",957,957,14.37,73.03,,,"Vinay P. Padate, CMLRE",08-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392634,Munidopsis trifida
IO/SS/ANO/00022,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00022,IO/SS/ANO/00022,1,Female,Adult,present,37410,09-04-2018,10:43:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Honnavar, Karnataka",957,957,14.37,73.03,,,"Vinay P. Padate, CMLRE",08-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392634,Munidopsis trifida
IO/SS/ANO/00023,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00023,IO/SS/ANO/00023,1,Male,Adult,present,37205,28-02-2018,11:52:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Honnavar, Karnataka",957,957,14.39,73.03,,,"Vinay P. Padate, CMLRE",12-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392645,Munidopsis wardeni
IO/SS/ANO/00024,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00024,IO/SS/ANO/00024,3,Female,Adult,present,37205,28-02-2018,11:52:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Honnavar, Karnataka",957,957,14.39,73.03,,,"Vinay P. Padate, CMLRE",12-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392645,Munidopsis wardeni
IO/SS/ANO/00027,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00027,IO/SS/ANO/00027,1,Female,Adult,present,349I04,06-04-2016,08:32:00,Benthic,HSDT (CV),Andaman Sea,India,Northwest off Car Nicobar Island,362,362,9.6,92.73,,,"Vinay P. Padate, CMLRE",21-12-2018,"Poore G.C.B. and Andreakis N. (2012) The Agononida incerta species complex unravelled (Crustacea: Decapoda: Anomura: Munididae). Zootaxa, 3492: 1-29.",urn:lsid:marinespecies.org:taxname:708884,Agononida indocerta
IO/SS/ANO/00028,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00028,IO/SS/ANO/00028,2,Male,Adult,present,292I34,27-11-2011,14:45:00,Benthic,HSDT (CV),Andaman Sea,India,East off North Andaman Island,299,299,13.22,93.18,,,"Vinay P. Padate, CMLRE",21-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392165,Agononida prolixa
IO/SS/ANO/00029,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00029,IO/SS/ANO/00029,1,Male,Adult,present,334I17,18-01-2015,17:31:00,Benthic,HOT model net,Andaman Sea,India,East off Middle Andaman Island,328,328,12.78,93.11,,,"Vinay P. Padate, CMLRE",21-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392165,Agononida prolixa
IO/SS/ANO/00030,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00030,IO/SS/ANO/00030,1,Male,Adult,present,349II05,10-04-2016,12:05:00,Benthic,HSDT (CV),Andaman Sea,India,East off Middle Andaman Island,300,300,12.53,93.15,,,"Vinay P. Padate, CMLRE",21-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392165,Agononida prolixa
IO/SS/ANO/00031,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00031,IO/SS/ANO/00031,1,Female,Adult,present,349II05,10-04-2016,12:05:00,Benthic,HSDT (CV),Andaman Sea,India,East off Middle Andaman Island,300,300,12.53,93.15,,,"Vinay P. Padate, CMLRE",21-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392165,Agononida prolixa
IO/SS/ANO/00032,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00032,IO/SS/ANO/00032,4,Male,Adult,present,28016,15-09-2010,14:32:00,Benthic,Expo model trawl,Andaman Sea,India,East off Little Andaman Island,213,213,10.9,93.07,,,"Vinay P. Padate, CMLRE",19-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica
IO/SS/ANO/00033,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00033,IO/SS/ANO/00033,3,Female,Adult,present,28016,15-09-2010,14:32:00,Benthic,Expo model trawl,Andaman Sea,India,East off Little Andaman Island,213,213,10.9,93.07,,,"Vinay P. Padate, CMLRE",19-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica
IO/SS/ANO/00034,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00034,IO/SS/ANO/00034,1,Male,Adult,present,28037,24-09-2010,08:08:00,Benthic,Expo model trawl,Bay of Bengal,India,Southwest off Great Nicobar Island,271,271,6.64,93.68,,,"Vinay P. Padate, CMLRE",19-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica
IO/SS/ANO/00035,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00035,IO/SS/ANO/00035,1,Male,Adult,present,334I11,11-01-2015,12:24:00,Benthic,HSDT (CV),Bay of Bengal,India,"West off Rutland Island, Andamans",535,535,11.35,92.39,,,"Vinay P. Padate, CMLRE",19-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica
IO/SS/ANO/00036,CMLRE,voucher specimen collections,CMLRE,HumanObservation,IO/SS/ANO/00036,IO/SS/ANO/00036,1,Female,Adult,present,334I11,11-01-2015,12:24:00,Benthic,HSDT (CV),Bay of Bengal,India,"West off Rutland Island, Andamans",535,535,11.35,92.39,,,"Vinay P. Padate, CMLRE",19-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica
IO/SS/ANO/00037,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00037,IO/SS/ANO/00037,1,Male,Adult,present,334I17,18-01-2015,17:31:00,Benthic,HOT model net,Andaman Sea,India,East off Middle Andaman Island,328,328,12.78,93.11,,,"Vinay P. Padate, CMLRE",19-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica
IO/SS/ANO/00038,CMLRE,voucher specimen collections,CMLRE,HumanObservation,IO/SS/ANO/00038,IO/SS/ANO/00038,1,Female,Adult,present,334I17,18-01-2015,17:31:00,Benthic,HOT model net,Andaman Sea,India,East off Middle Andaman Island,328,328,12.78,93.11,,,"Vinay P. Padate, CMLRE",19-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica
IO/SS/ANO/00039,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00039,IO/SS/ANO/00039,1,Male,Adult,present,349II06,10-04-2016,16:50:00,Benthic,HSDT (CV),Andaman Sea,India,East off Middle Andaman Island,332,332,12.74,93.11,,,"Vinay P. Padate, CMLRE",19-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica
IO/SS/ANO/00040,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00040,IO/SS/ANO/00040,1,Male,Adult,present,39622,12-02-2020,06:35:00,Benthic,Naturalist dredge,Arabian Sea,India,"West off Trivandrum, Kerala",32,32,8.56,78.33,,Holotype,"Shivam Tiwari, CMLRE",21-09-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:1609559,Trapezionida samudrika
IO/SS/ANO/00041,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00041,IO/SS/ANO/00041,1,Female,Adult,present,39805,07-03-2020,08:22:00,Benthic,HSDT (CV),Bay of Bengal,India,"East off Karaikal, Pondicherry",944,944,10.99,80.43,,,"Shivam Tiwari, CMLRE",21-09-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:106835,Munida sp.
IO/SS/ANO/00043,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00043,IO/SS/ANO/00043,1,Female,Adult,present,37410,09-04-2018,10:43:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Honnavar, Karnataka",957,957,14.37,73.03,,Holotype,"Vinay P. Padate, CMLRE",20-07-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:1470586,Uroptychus sampadae
IO/SS/ANO/00044,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00044,IO/SS/ANO/00044,1,Male,Adult,present,39801,29-02-2020,11:45:00,Benthic,Expo model trawl,Arabian Sea,India,"Southwest off Trivandrum, Kerala",610,610,8.24,76.49,,,"Vinay P. Padate, CMLRE",20-03-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica
IO/SS/ANO/00045,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00045,IO/SS/ANO/00045,2,Male,Adult,present,292I38,28-11-2011,11:40:00,Benthic,HSDT (CV),Andaman Sea,India,East off North Andaman Island,308,308,13,93.11,,,"Vinay P. Padate, CMLRE",21-03-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392165,Agononida prolixa
IO/SS/ANO/00046,CMLRE,voucher specimen collections,CMLRE,HumanObservation,IO/SS/ANO/00046,IO/SS/ANO/00046,1,Male,Adult,present,37205,28-02-2018,11:52:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Honnavar, Karnataka",957,957,14.39,73.03,,Paratype,"Vinay P. Padate, CMLRE",20-07-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:1470586,Uroptychus sampadae
IO/SS/ANO/00047,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00047,IO/SS/ANO/00047,3,Female,Adult,present,31609,17-07-2013,13:00:00,Benthic,HSDT (CV),Arabian Sea,India,"Southwest off Trivandrum, Kerala",1237,1245,8.41,75.89,,,"Shivam Tiwari, CMLRE",25-06-2019,"Macpherson E. (1989) A new species of the genus Paralomis (Crustacea, Decapoda, Anomura, Lithodidae) from the Indian Ocean. Scientia Marina, 53(1): 117-120.",urn:lsid:marinespecies.org:taxname:550568,Paralomis ceres
IO/SS/ANO/00048,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00048,IO/SS/ANO/00048,1,Male,Adult,present,27924,02-09-2010,11:25:00,Benthic,Expo model trawl,Bay of Bengal,India,"East off Kakinada, Andhra Pradesh",550,550,17.05,83.3,,,"Shivam Tiwari, CMLRE",20-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00049,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00049,IO/SS/ANO/00049,1,Male,Adult,present,29105,30-10-2011,10:20:00,Benthic,HSDT (CV),Bay of Bengal,India,"Northeast off Srikakulam, Andhra Pradesh",643,643,18.83,85.37,,,"Shivam Tiwari, CMLRE",20-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00050,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00050,IO/SS/ANO/00050,1,Female,Adult,present,29105,30-10-2011,10:20:00,Benthic,HSDT (CV),Bay of Bengal,India,"Northeast off Srikakulam, Andhra Pradesh",643,643,18.83,85.37,,,"Shivam Tiwari, CMLRE",20-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00051,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00051,IO/SS/ANO/00051,1,Male,Adult,present,29116,08-11-2011,15:05:00,Benthic,Expo model trawl,Bay of Bengal,India,"East off Karaikal, Pondicherry",654,654,10.92,80.36,,,"Shivam Tiwari, CMLRE",20-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00052,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00052,IO/SS/ANO/00052,1,Female,Adult,present,29116,08-11-2011,15:05:00,Benthic,Expo model trawl,Bay of Bengal,India,"East off Karaikal, Pondicherry",654,654,10.92,80.36,,,"Shivam Tiwari, CMLRE",20-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00053,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00053,IO/SS/ANO/00053,1,Male,Adult,present,29117,09-11-2011,08:56:00,Benthic,Expo model trawl,Bay of Bengal,India,"East off Puducherry, Pondicherry",777,777,11.91,80.14,,,"Shivam Tiwari, CMLRE",20-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00054,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00054,IO/SS/ANO/00054,1,Male,Adult,present,27901,26-08-2010,17:20:00,Benthic,HSDT (CV),Bay of Bengal,India,"East off Karaikal, Pondicherry",645,645,11.1,80.32,,,"Shivam Tiwari, CMLRE",25-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00055,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00055,IO/SS/ANO/00055,2,Male,Adult,present,29103,29-10-2011,10:05:00,Benthic,Expo model trawl,Bay of Bengal,India,"Northeast off Srikakulam, Andhra Pradesh",655,655,18.84,85.39,,,"Shivam Tiwari, CMLRE",25-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00056,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00056,IO/SS/ANO/00056,1,Female,Adult,present,31801,24-08-2013,10:10:00,Benthic,Expo model trawl,Arabian Sea,India,"West off Kasaragod, Kerala",449,449,12.47,74.15,,,"Shivam Tiwari, CMLRE",25-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00057,CMLRE,voucher specimen collections,CMLRE,HumanObservation,IO/SS/ANO/00057,IO/SS/ANO/00057,1,Male,Adult,present,31810,26-08-2013,09:40:00,Benthic,Expo model trawl,Arabian Sea,India,"Southwest off Kasaragod, Kerala",326,326,12.1,74.32,,,"Shivam Tiwari, CMLRE",25-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00059,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00059,IO/SS/ANO/00059,1,Male,Adult,present,31801,24-08-2013,10:10:00,Benthic,Expo model trawl,Arabian Sea,India,"West off Kasaragod, Kerala",449,449,12.47,74.15,,,"Shivam Tiwari, CMLRE",25-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00060,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00060,IO/SS/ANO/00060,4,Female,Adult,present,39801,29-02-2020,11:45:00,Benthic,Expo model trawl,Arabian Sea,India,"Southwest off Trivandrum, Kerala",610,610,8.24,76.49,,,"Shivam Tiwari, CMLRE",25-09-2020,"Alcock A. (1901) A Descriptive Catalogue of the Indian Deep-sea Crustacea Decapoda Macrura and Anomala in the Indian Museum being a revised account of the deep-sea species collected by the Royal Indian Marine Survey Ship Investigator. Calcutta: Trustees of the Indian Museum. 286 pp., iv, plates I-III.",urn:lsid:marinespecies.org:taxname:550579,Paralomis indica
IO/SS/ANO/00061,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00061,IO/SS/ANO/00061,1,Male,Adult,present,39632B,14-02-2020,06:30:00,Benthic,Naturalist dredge,Arabian Sea,India,"Southwest off Cape Comorin, Tamil Nadu",275,275,7.01,77.32,,Holotype,"Shivam Tiwari, CMLRE",25-09-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:1609560,Paramunida travancorica
IO/SS/ANO/00062,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00062,IO/SS/ANO/00062,1,Female,Adult,present,39632B,14-02-2020,06:30:00,Benthic,Naturalist dredge,Arabian Sea,India,"Southwest off Cape Comorin, Tamil Nadu",275,275,7.01,77.32,,Paratype,"Shivam Tiwari, CMLRE",25-09-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:1609560,Paramunida travancorica
IO/SS/ANO/00063,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00063,IO/SS/ANO/00063,1,Female,Adult,present,39622,12-02-2020,06:35:00,Benthic,Naturalist dredge,Arabian Sea,India,"West off Trivandrum, Kerala",32,32,8.56,78.33,,,"Shivam Tiwari, CMLRE",25-09-2020,"Hiller A., Harkantra S. and Werding B. (2010) Porcellanid Crabs from Goa, Eastern Arabian Sea (Crustacea: Decapoda: Porcellanidae). Journal of the Bombay Natural History Society, 107 (3): 201-212.",urn:lsid:marinespecies.org:taxname:210117,Petrolisthes militaris
IO/SS/ANO/00067,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00067,IO/SS/ANO/00067,1,Female,Adult,present,39801,29-02-2020,11:45:00,Benthic,Expo model trawl,Arabian Sea,India,"Southwest off Trivandrum, Kerala",610,610,8.24,76.49,,,"Shivam Tiwari, CMLRE",25-09-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392593,Munidopsis regia
IO/SS/ANO/00068,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00068,IO/SS/ANO/00068,2,Male,Adult,present,35327,19-11-2016,09:36:00,Benthic,Naturalist dredge,Bay of Bengal,India,"Southeast off Machilipatnam, Andhra Pradesh",507,507,16.04,81.68,,,"Shivam Tiwari, CMLRE",05-11-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392601,Munidopsis scobina
IO/SS/ANO/00069,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00069,IO/SS/ANO/00069,9,Female,Adult,present,35327,19-11-2016,09:36:00,Benthic,Naturalist dredge,Bay of Bengal,India,"Southeast off Machilipatnam, Andhra Pradesh",507,507,16.04,81.68,,,"Shivam Tiwari, CMLRE",05-11-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392601,Munidopsis scobina
IO/SS/ANO/00070,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00070,IO/SS/ANO/00070,5,Male,Adult,present,31801,24-08-2013,10:10:00,Benthic,Expo model trawl,Arabian Sea,India,"Southwest off Kasaragod, Kerala",449,449,12.47,74.15,,,"Shivam Tiwari, CMLRE",05-11-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392601,Munidopsis scobina
IO/SS/ANO/00071,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00071,IO/SS/ANO/00071,4,Female,Adult,present,31801,24-08-2013,10:10:00,Benthic,Expo model trawl,Arabian Sea,India,"Southwest off Kasaragod, Kerala",449,449,12.47,74.15,,,"Shivam Tiwari, CMLRE",05-11-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392601,Munidopsis scobina
IO/SS/ANO/00072,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00072,IO/SS/ANO/00072,1,Male,Adult,present,349II06,10-04-2016,16:50:00,Benthic,HSDT (CV),Andaman Sea,India,East off Middle Andaman Island,332,332,12.74,93.11,,,"Vinay P. Padate, CMLRE",19-12-2018,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392165,Agononida prolixa
IO/SS/ANO/00074,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00074,IO/SS/ANO/00074,1,Male,Adult,present,39701,21-02-2020,15:52:00,Benthic,Expo model trawl,Arabian Sea,India,"West off Kodungallur, Kerala",105,105,10.17,75.66,,,"Shivam Tiwari, CMLRE",25-09-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica
