id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,individualCount,sex,lifeStage,occurrenceStatus,eventID,eventDate,eventTime,habitat,samplingProtocol,waterBody,country,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,scientificNameID,ScientificName,aphiaid,lsid,status,scientificName,kingdom,phylum,class,order,family,genus,species,marine,brackish
IO/SS/ANO/00075,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00075,IO/SS/ANO/00075,1,Female,Adult,present,39701,21-02-2020,15:52:00,Benthic,Expo model trawl,Arabian Sea,India,"West off Kodungallur, Kerala",105.0,105.0,10.17,75.66,,,"Shivam Tiwari, CMLRE",25-09-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,,,,,,,,,,,,,
IO/SS/ANO/00078,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00078,IO/SS/ANO/00078,1,Male,Adult,present,39632B,14-02-2020,06:30:00,Benthic,Naturalist dredge,Arabian Sea,India,"Southwest off Cape Comorin, Tamil Nadu",275.0,275.0,7.01,77.32,,,"Shivam Tiwari, CMLRE",25-09-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:345790,Agononida,,,,,,,,,,,,,
IO/SS/ANO/00079,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00079,IO/SS/ANO/00079,1,Female,Adult,present,39632B,14-02-2020,06:30:00,Benthic,Naturalist dredge,Arabian Sea,India,"Southwest off Cape Comorin, Tamil Nadu",275.0,275.0,7.01,77.32,,,"Shivam Tiwari, CMLRE",25-09-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:345790,Agononida,,,,,,,,,,,,,
IO/SS/ANO/00082,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00082,IO/SS/ANO/00082,1,Male,Adult,present,334I16,18-01-2015,09:47:00,Benthic,HOT model net,Bay of Bengal,India,West off North Andaman Island,388.0,390.0,13.03,92.17,,,"Vinay P. Padate, CMLRE",23-10-2019,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,,,,,,,,,,,,,
IO/SS/ANO/00083,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00083,IO/SS/ANO/00083,3,Male,Adult,present,334II02A,26-01-2015,12:12:00,Benthic,HOT model net,Bay of Bengal,India,Northwest off Little Andaman island,402.0,402.0,10.86,92.19,,,"Vinay P. Padate, CMLRE",27-12-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392165,Agononida prolixa,392165.0,urn:lsid:marinespecies.org:taxname:392165,superseded combination,Garymunida prolixa,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Agononida,,1.0,0.0
IO/SS/ANO/00084,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00084,IO/SS/ANO/00084,3,Female,Adult,present,27924,02-09-2010,11:25:00,Benthic,Expo model trawl,Bay of Bengal,India,"East off Kakinada, Andhra Pradesh",550.0,550.0,17.05,83.3,,,"Shivam Tiwari, CMLRE",05-11-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392601,Munidopsis scobina,392601.0,urn:lsid:marinespecies.org:taxname:392601,accepted,Munidopsis scobina,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,,1.0,0.0
IO/SS/ANO/00085,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00085,IO/SS/ANO/00085,1,Female,Adult,present,39805,07-03-2020,08:22:00,Benthic,HSDT (CV),Bay of Bengal,India,"East off Karaikal, Pondicherry",944.0,944.0,10.99,80.43,,,"Shivam Tiwari, CMLRE",25-09-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392601,Munidopsis scobina,,,,,,,,,,,,,
IO/SS/ANO/00086,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00086,IO/SS/ANO/00086,1,Male,Adult,present,27905,27-08-2010,14:39:00,Benthic,HSDT (CV),Bay of Bengal,India,"Northeast off Karaikal, Pondicherry",540.0,540.0,11.13,80.2,,,"Shivam Tiwari, CMLRE",05-11-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392601,Munidopsis scobina,392601.0,urn:lsid:marinespecies.org:taxname:392601,accepted,Munidopsis scobina,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,,1.0,0.0
IO/SS/ANO/00087,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00087,IO/SS/ANO/00087,2,Female,Adult,present,27901,26-08-2010,17:20:00,Benthic,HSDT (CV),Bay of Bengal,India,"East off Karaikal, Pondicherry",645.0,645.0,11.1,80.32,,,"Shivam Tiwari, CMLRE",25-09-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,392286.0,urn:lsid:marinespecies.org:taxname:392286,superseded combination,Gonionida andamanica,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,1.0,0.0
IO/SS/ANO/00088,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00088,IO/SS/ANO/00088,1,Male,Adult,present,27901,26-08-2010,17:20:00,Benthic,HSDT (CV),Bay of Bengal,India,"East off Karaikal, Pondicherry",645.0,645.0,11.1,80.32,,,"Shivam Tiwari, CMLRE",27-12-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392593,Munidopsis regia,,,,,,,,,,,,,
IO/SS/ANO/00089,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00089,IO/SS/ANO/00089,2,Male,Adult,present,28103,15-10-2010,11:39:00,Benthic,HSDT (CV),Arabian Sea,India,"West off Honnavar, Karnataka",214.0,214.0,14.26,73.26,,,"Shivam Tiwari, CMLRE",27-12-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392645,Munidopsis wardeni,392645.0,urn:lsid:marinespecies.org:taxname:392645,accepted,Munidopsis wardeni,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,,1.0,0.0
IO/SS/ANO/00090,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00090,IO/SS/ANO/00090,1,Female,Adult,present,28103,15-10-2010,11:39:00,Benthic,HSDT (CV),Arabian Sea,India,"West off Honnavar, Karnataka",214.0,214.0,14.26,73.26,,,"Shivam Tiwari, CMLRE",27-12-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392645,Munidopsis wardeni,392645.0,urn:lsid:marinespecies.org:taxname:392645,accepted,Munidopsis wardeni,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,,1.0,0.0
IO/SS/ANO/00091,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00091,IO/SS/ANO/00091,5,Male,Adult,present,28011,16-09-2010,07:10:00,Benthic,HSDT (CV),Andaman Sea,India,East off North Andaman Island,278.0,278.0,13.03,93.1,,,"Shivam Tiwari, CMLRE",27-12-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392165,Agononida prolixa,392165.0,urn:lsid:marinespecies.org:taxname:392165,superseded combination,Garymunida prolixa,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Agononida,,1.0,0.0
IO/SS/ANO/00092,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00092,IO/SS/ANO/00092,2,Female,Adult,present,28011,16-09-2010,07:10:00,Benthic,HSDT (CV),Andaman Sea,India,East off North Andaman Island,278.0,278.0,13.03,93.1,,,"Shivam Tiwari, CMLRE",27-12-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392165,Agononida prolixa,392165.0,urn:lsid:marinespecies.org:taxname:392165,superseded combination,Garymunida prolixa,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Agononida,,1.0,0.0
IO/SS/ANO/00093,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00093,IO/SS/ANO/00093,1,Male,Adult,present,36602,24-10-2017,09:19:00,Benthic,HSDT (CV),Arabian Sea,India,"Southwest off Kovalam, Kerala",1420.0,1420.0,8.08,76.12,,,"Shivam Tiwari, CMLRE",11-05-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392620,Munidopsis stylirostris,,,,,,,,,,,,,
IO/SS/ANO/00094,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00094,IO/SS/ANO/00094,1,Female,Adult,present,31602,15-07-2013,10:45:00,Benthic,HSDT (CV),Arabian Sea,India,"Southwest off Trivandrum, Kerala",1338.0,1338.0,7.79,76.46,,Holotype,"Vinay P. Padate, CMLRE",20-12-2018,"Ahyong S.T. (2010) The marine fauna of New Zealand: King crabs of New Zealand, Australia and the Ross Sea (Crustacea: Decapoda: Lithodidae). NIWA Biodiversity Memoir, 123: 1-196",urn:lsid:marinespecies.org:taxname:1457236,Neolithodes indicus,,,,,,,,,,,,,
IO/SS/ANO/00095,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00095,IO/SS/ANO/00095,1,Female,Adult,present,32701,25-07-2014,12:10:00,Benthic,HSDT (CV),Arabian Sea,India,"Southwest off Trivandrum, Kerala",1060.0,1060.0,7.86,76.41,,Paratype,"Vinay P. Padate, CMLRE",20-12-2018,"Ahyong S.T. (2010) The marine fauna of New Zealand: King crabs of New Zealand, Australia and the Ross Sea (Crustacea: Decapoda: Lithodidae). NIWA Biodiversity Memoir, 123: 1-196",urn:lsid:marinespecies.org:taxname:1457236,Neolithodes indicus,,,,,,,,,,,,,
IO/SS/ANO/00096,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00096,IO/SS/ANO/00096,1,Female,Adult,present,31909,10-09-2013,10:37:00,Benthic,Expo model trawl,Arabian Sea,India,"Southwest off Trivandrum, Kerala",1275.0,1275.0,8.29,76.03,,Paratype,"Vinay P. Padate, CMLRE",20-12-2018,"Ahyong S.T. (2010) The marine fauna of New Zealand: King crabs of New Zealand, Australia and the Ross Sea (Crustacea: Decapoda: Lithodidae). NIWA Biodiversity Memoir, 123: 1-196",urn:lsid:marinespecies.org:taxname:1457236,Neolithodes indicus,,,,,,,,,,,,,
IO/SS/ANO/00097,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00097,IO/SS/ANO/00097,1,Male,Adult,present,31801,24-08-2013,10:10:00,Benthic,Expo model trawl,Arabian Sea,India,"West off Kasaragod, Kerala",449.0,449.0,12.47,74.15,,,"Shivam Tiwari, CMLRE",05-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,392286.0,urn:lsid:marinespecies.org:taxname:392286,superseded combination,Gonionida andamanica,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,1.0,0.0
IO/SS/ANO/00098,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00098,IO/SS/ANO/00098,1,Male,Adult,present,39903,25-09-2020,11:05:00,Benthic,HSDT (CV),Arabian Sea,India,"Southwest off Trivandrum, Kerala",265.0,265.0,8.36,76.3,,,"Shivam Tiwari, CMLRE",05-01-2021,"Komai T., Chakraborty R.D., Paramasivam P, Gidda M. (2019) A new species of the deep-sea squat lobster genus Eumunida Smith, 1883 (Decapoda: Anomura: Eumunididae) from the Arabian Sea off southwestern India.?Zootaxa,?4590(4): 440-456.",urn:lsid:marinespecies.org:taxname:1345996,Eumunida multispina,,,,,,,,,,,,,
IO/SS/ANO/00099,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00099,IO/SS/ANO/00099,1,Male,Adult,present,28015,17-09-2010,10:30:00,Benthic,Expo model trawl,Andaman Sea,India,East off Middle Andaman Island,323.0,323.0,12.81,93.08,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392165,Agononida prolixa,392165.0,urn:lsid:marinespecies.org:taxname:392165,superseded combination,Garymunida prolixa,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Agononida,,1.0,0.0
IO/SS/ANO/00100,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00100,IO/SS/ANO/00100,2,Male,Adult,present,28102,14-10-2010,10:22:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Kochi, Kerala",400.0,400.0,10.07,75.62,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,392286.0,urn:lsid:marinespecies.org:taxname:392286,superseded combination,Gonionida andamanica,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,1.0,0.0
IO/SS/ANO/00101,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00101,IO/SS/ANO/00101,2,Female,Adult,present,28102,14-10-2010,10:22:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Kochi, Kerala",400.0,400.0,10.07,75.62,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,392286.0,urn:lsid:marinespecies.org:taxname:392286,superseded combination,Gonionida andamanica,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,1.0,0.0
IO/SS/ANO/00102,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00102,IO/SS/ANO/00102,1,Male,Adult,present,28102,14-10-2010,10:22:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Kochi, Kerala",400.0,400.0,10.07,75.62,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392638,Munidopsis unguifera,392638.0,urn:lsid:marinespecies.org:taxname:392638,accepted,Munidopsis unguifera,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,,1.0,0.0
IO/SS/ANO/00103,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00103,IO/SS/ANO/00103,1,Female,Adult,present,28102,14-10-2010,10:22:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Kochi, Kerala",400.0,400.0,10.07,75.62,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392638,Munidopsis unguifera,392638.0,urn:lsid:marinespecies.org:taxname:392638,accepted,Munidopsis unguifera,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,,1.0,0.0
IO/SS/ANO/00104,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00104,IO/SS/ANO/00104,23,Male,Adult,present,28102,14-10-2010,10:22:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Kochi, Kerala",400.0,400.0,10.07,75.62,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392601,Munidopsis scobina,,,,,,,,,,,,,
IO/SS/ANO/00105,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00105,IO/SS/ANO/00105,19,Female,Adult,present,28102,14-10-2010,10:22:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Kochi, Kerala",400.0,400.0,10.07,75.62,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392601,Munidopsis scobina,,,,,,,,,,,,,
IO/SS/ANO/00106,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00106,IO/SS/ANO/00106,1,Male,Adult,present,28017,19-09-2010,15:40:00,Benthic,Expo model trawl,Bay of Bengal,India,Northwest off Middle Andaman Island,514.0,514.0,11.15,92.33,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392593,Munidopsis regia,,,,,,,,,,,,,
IO/SS/ANO/00107,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00107,IO/SS/ANO/00107,4,Male,Adult,present,32116,10-12-2013,13:00:00,Benthic,HSDT (CV),Arabian Sea,India,"Southwest off Colachel, Tamil Nadu",1154.0,1154.0,8.01,76.43,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,392286.0,urn:lsid:marinespecies.org:taxname:392286,superseded combination,Gonionida andamanica,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,1.0,0.0
IO/SS/ANO/00108,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00108,IO/SS/ANO/00108,3,Female,Adult,present,32116,10-12-2013,13:00:00,Benthic,HSDT (CV),Arabian Sea,India,"Southwest off Colachel, Tamil Nadu",1154.0,1154.0,8.01,76.43,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,392286.0,urn:lsid:marinespecies.org:taxname:392286,superseded combination,Gonionida andamanica,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,1.0,0.0
IO/SS/ANO/00109,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00109,IO/SS/ANO/00109,3,Male,Adult,present,29111,05-11-2011,15:03:00,Benthic,HSDT (CV),Bay of Bengal,India,"Northeast off Puducherry, Pondicherry",785.0,785.0,12.12,80.33,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392601,Munidopsis scobina,,,,,,,,,,,,,
IO/SS/ANO/00110,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00110,IO/SS/ANO/00110,7,Female,Adult,present,29111,05-11-2011,15:03:00,Benthic,HSDT (CV),Bay of Bengal,India,"Northeast off Puducherry, Pondicherry",785.0,785.0,12.12,80.33,,,"Shivam Tiwari, CMLRE",10-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392601,Munidopsis scobina,392601.0,urn:lsid:marinespecies.org:taxname:392601,accepted,Munidopsis scobina,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,,1.0,0.0
IO/SS/ANO/00111,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00111,IO/SS/ANO/00111,1,Male,Adult,present,334I10,15-01-2015,06:02:00,Benthic,HSDT (CV),Bay of Bengal,India,"Southwest off Rutland Island, Andamans",409.0,409.0,11.21,92.36,,,"Vinay P. Padate, CMLRE",15-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,392286.0,urn:lsid:marinespecies.org:taxname:392286,superseded combination,Gonionida andamanica,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,1.0,0.0
IO/SS/ANO/00112,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00112,IO/SS/ANO/00112,3,Female,Adult,present,334I10,15-01-2015,06:02:00,Benthic,HSDT (CV),Bay of Bengal,India,"Southwest off Rutland Island, Andamans",409.0,409.0,11.21,92.36,,,"Vinay P. Padate, CMLRE",15-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,,,,,,,,,,,,,
IO/SS/ANO/00113,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00113,IO/SS/ANO/00113,3,Female,Adult,present,30505,23-08-2012,16:15:00,Benthic,HSDT (CV),Arabian Sea,India,"Southwest off Kasaragod, Kerala",238.0,238.0,12.22,74.33,,,"Shivam Tiwari, CMLRE",15-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,392286.0,urn:lsid:marinespecies.org:taxname:392286,superseded combination,Gonionida andamanica,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,1.0,0.0
IO/SS/ANO/00114,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00114,IO/SS/ANO/00114,1,Male,Adult,present,334II02A,26-01-2015,12:12:00,Benthic,HOT model net,Bay of Bengal,India,Northwest off Little Andaman island,402.0,402.0,10.86,92.19,,,"Vinay P. Padate, CMLRE",27-12-2020,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,,,,,,,,,,,,,
IO/SS/ANO/00115,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00115,IO/SS/ANO/00115,4,Male,Adult,present,36604,26-10-2017,16:35:00,Benthic,Naturalist dredge,Arabian Sea,India,"Southwest off Trivandrum, Kerala",404.0,404.0,8.28,76.52,,,"Shivam Tiwari, CMLRE",15-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,392286.0,urn:lsid:marinespecies.org:taxname:392286,superseded combination,Gonionida andamanica,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,1.0,0.0
IO/SS/ANO/00116,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00116,IO/SS/ANO/00116,1,Female,Adult,present,36604,26-10-2017,16:35:00,Benthic,Naturalist dredge,Arabian Sea,India,"Southwest off Trivandrum, Kerala",404.0,404.0,8.28,76.52,,,"Shivam Tiwari, CMLRE",15-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392286,Munida andamanica,392286.0,urn:lsid:marinespecies.org:taxname:392286,superseded combination,Gonionida andamanica,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,1.0,0.0
IO/SS/ANO/00117,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/ANO/00117,IO/SS/ANO/00117,1,Female,Adult,present,37004,15-01-2018,15:30:00,Benthic,Naturalist dredge,Arabian Sea,India,"Northwest off Dabhol, Maharashtra",98.0,98.0,17.62,72.01,,,"Shivam Tiwari, CMLRE",15-01-2021,"Baba K. (2005) Deep-sea chirostylid and galatheid crustaceans (Decapoda: Anomura) from the Indo-West Pacific, with a list of species. Galathea Reports, 20: 1-317.",urn:lsid:marinespecies.org:taxname:392645,Munidopsis wardeni,392645.0,urn:lsid:marinespecies.org:taxname:392645,accepted,Munidopsis wardeni,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,,1.0,0.0
